General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
region,1555,Structure Of Shoulder Region; Surface Region Of Upper Chest; Surface Region Of Lower Chest; Region Of Neck Body Structure; Paraspinal Region; Structure Of Right Axillary Region; Structure Of Left Axillary Region; Right Brachial Region; Bone Structure Of Knee Joint Region; Structure Of Region Of Bone; Para Aortic Region; Lumbosacral Region Of Vertebral Column; Pyloric Region; Upper Thigh Surface Region; Schmorl S Nodes Of Unspecified Region; Structure Of Region Of Omental Bursa; Shoulder Region Pain; Brain Periventricular Region; Nonspecific Pain In The Neck Region; Lesions On Supraclavicular Region Of Chest; Subependymal Region; Lumbar Region Of Back; Left Hip Region Structure; Nonspecific Pain In The Lumbar Region; Sequencing Target Region; Region Of Thoracic Inlet; Infraclavicular Region Structure; Opercular Region; Structure Of Distal Region Of Tail; Right Hip Region Structure; Middle Region Of Body; Sacral Region Of Central Canal Of Spinal Cord; Inguinal Region Structure; Temporal Region Of Scalp; Right Lateral Lumbar Region Of Abdomen; Interpolar Region Of Right Kidney; Lower Thoracic Region Surface Region Of Back; Pain Of Right Knee Region; Injury Of Head Region; Entire Scapular Region,19; 49; 48; 17; 8; 34; 17; 43; 21; 1; 23; 3; 4; 8; 15; 2; 4; 11; 20; 1; 6; 1; 3; 4; 1; 1; 3; 1; 1; 5; 2; 2; 1; 1; 1; 1; 2; 1; 1; 1,0.7919070713902384,General ⊂ Medical
diffusion,296,Restricted Diffusion; Diffusion Function; Diffusion Weighted Magnetic Resonance Imaging,78; 44; 36,0.791936993620363,General ⊂ Medical
minute,14,Minute Of Time; Minute Diminutive; Kilogram Per Minute; Minute Ventilation,15; 7; 2; 1,0.7919674263896219,General ⊂ Medical
inserted,136,Peripherally Inserted Central Catheter Line Insertion; Peripherally Inserted Central Catheter Picc Double Luman; Peripherally Inserted Central Catheter Picc Single Luman; Peripherally Inserted Central Catheter Physical Object; Peripherally Inserted Central Venous Catheter Tip,608; 44; 22; 179; 4,0.7920381595972794,General ⊂ Medical
coil,24,Embolisation Coil Device,7,0.7921070228430681,General ⊂ Medical
systemic,6,Trunk Of Systemic Arterial Tree; Hypertensive Disorder Systemic Arterial; Systemic Infection; Systemic Arterial Circulatory System; Portal Systemic Vascular Shunt Disorder; Systemic Inflammatory Response Syndrome Unspecified,736; 53; 8; 1; 1; 2,0.7921268641003026,General ⊂ Medical
hrs,45,24 Hrs,2,0.7925900390476841,General ⊂ Medical
service,459,Surgical Service; Distinct Procedural Service; Diagnostic Service Neuroradiology Lab; Internal Medicine Service; Interventional Computed Tomography Service; Pulmonary Service,1014; 326; 5; 4; 1; 1,0.7925913047457968,General ⊂ Medical
soft,1300,Calcium Buildup In Soft Tissues Of Body; Mass Of Soft Tissue; Soft Tissue Swelling; Bone And Soft Tissue; Sti Soft Tissue Injury; Structure Of Soft Tissues Of Neck; Structure Of Axillary Soft Tissues; Structure Of Soft Tissues Of Orbit; Soft Tissue Plane,696; 129; 37; 14; 3; 10; 1; 1; 1,0.79262542850649,General ⊂ Medical
skeletal,59,Set Of Skeletal Muscles; Dish Diffuse Idiopathic Skeletal Hyperostosis; Skeletal System Of Thorax; Abnormality Of The Skeletal System; Skeletal Deformity,42; 5; 20; 3; 1,0.7926712702915488,General ⊂ Medical
calculus,19,Calculus Of Kidney; Gallbladder Calculus; Bilateral Staghorn Calculus,32; 6; 2,0.7927806672000034,General ⊂ Medical
cold,11,Cold Left Leg; Cold Right Foot; Cold Left Foot,1; 1; 1,0.7929647081907851,General ⊂ Medical
disorders,1,Degenerative Disorders; Chronic Myeloproliferative Disorders; Disorders Of Thoracic Pleura; Vascular System Disorders Disorder Of Aorta; Disorders Motility; Vascular System Disorders Obstruction Superior Vena Cava; Disc Disorders,21; 2; 15; 4; 1; 1; 1,0.7929815802612008,General ⊂ Medical
thigh,26,Upper Thigh Surface Region; Structure Of Medial Surface Of Thigh; Haematoma Of Left Thigh; Set Of Muscles Of Left Thigh; Thigh Pain,8; 1; 3; 1; 3,0.7930913264129986,General ⊂ Medical
vertebra,55,Compression Fracture Of Second Lumbar Vertebra; Level Of The Third Thoracic Vertebra; Level Of The Fourth Thoracic Vertebra; Intervertebral Disc Structure Of Third Cervical Vertebra; Entire Body Of Fourth Thoracic Vertebra; Compression Of Fractured Vertebra; Left Pedicle Of Vertebra; Excision Of Lamina Of Cervical Vertebra; Entire Body Of Fifth Lumbar Vertebra; Intervertebral Disc Structure Of Third Lumbar Vertebra,1; 2; 3; 1; 4; 1; 2; 2; 1; 1,0.7932860859536446,General ⊂ Medical
age,290,Age Related Atrophy; Human Very Old Age 85; Administrative Information Regarding Test Age Of Patient,9; 100; 1,0.7934937333829226,General ⊂ Medical
mammary,47,Right Mammary Part Of Chest,4,0.7935243002468894,General ⊂ Medical
inflammatory,150,Inflammatory Disorder; Chronic Inflammatory Disorder; Inflammatory Lung Disease; Systemic Inflammatory Response Syndrome Unspecified; Inflammatory Fistulous Tract,2; 1; 2; 2; 2,0.7935630466848568,General ⊂ Medical
tissues,358,Calcium Buildup In Soft Tissues Of Body; Structure Of Soft Tissues Of Neck; Tissues Muscle; Structure Of Axillary Soft Tissues; Structure Of Soft Tissues Of Orbit,696; 10; 10; 1; 1,0.793591793434314,General ⊂ Medical
distended,212,Distended Urinary Bladder,2,0.7936043196948037,General ⊂ Medical
smaller,344,Is Smaller Than,9,0.7936276349914442,General ⊂ Medical
support,142,Ventilatory Support,5,0.7936804154623371,General ⊂ Medical
basal,555,Basal Crepitations; Lesions In The Basal Ganglia; Calcification In The Basal Ganglion; Abnormalities Of The Basal Ganglia; Hemorrhage Basal Ganglionic,77; 1; 4; 1; 3,0.7938138690717786,General ⊂ Medical
peripherally,87,Peripherally Inserted Central Catheter Line Insertion; Peripherally Inserted Central Catheter Picc Double Luman; Peripherally Inserted Central Catheter Picc Single Luman; Peripherally Inserted Central Catheter Physical Object; Peripherally Inserted Central Venous Catheter Tip,608; 44; 22; 179; 4,0.7939076730314627,General ⊂ Medical
image,617,Optical Image Reconstruction; Flair Image; Diagnostic Image; Image Quality; Monochrome Image; Image Acquisition; Suboptimal Image Reason,237; 15; 2; 5; 2; 3; 1,0.7939247319347691,General ⊂ Medical
basilic,207,Indwelling Catheter Picc Line In Right Basilic Vein,1,0.7940028843635215,General ⊂ Medical
tree,84,Venous Tree Organ Part; Trunk Of Systemic Arterial Tree; Arterial Tree Organ Part; Portal Venous Tree Organ Part; Trunk Of Renal Arterial Tree; Bronchopulmonary Segment Of Bronchial Tree; Branch Of Left Bronchial Arterial Tree; Regional Segment Of Venous Tree,269; 736; 667; 89; 88; 1; 1; 1,0.7940667780342867,General ⊂ Medical
ps,3,Ps 15,2,0.7941692591606221,General ⊂ Medical
emergency,20,Emergency Physician,1,0.7942882831219842,General ⊂ Medical
part,132,Venous Tree Organ Part; Muscle Of Pectoral Part Of Chest; Part Of; Arterial Tree Organ Part; Medial Part Of Gyri Orbitales; Portal Venous Tree Organ Part; Anterior Mediastinal Part Of Chest; Inferior Part Of Chest Wall; Sphenoid Part Of Trunk Of Middle Cerebral Artery; Part Solid Nodule; Right Mammary Part Of Chest; Structure Of Petrous Part Of Temporal Bone; Skin Of Right Temporal Part Of Head; Anterolateral Part Of Chest Wall; The Uppermost Part Of The Stomach; Superior Part Of Chest Wall,269; 3; 100; 667; 9; 89; 24; 9; 2; 1; 4; 1; 1; 1; 4; 1,0.7944348181072816,General ⊂ Medical
hyperintensity,111,Hyperintensity Of Cerebral White Matter On Mri,5,0.7945565279498579,General ⊂ Medical
massive,74,Coughing Up Massive Amount Of Blood; Splenomegaly Massive,13; 1,0.794628800737682,General ⊂ Medical
parenteral,1,Parenteral Administration By Intravenous Injection,5,0.7947318895184938,General ⊂ Medical
primary,465,Anatomic Location Of Primary Malignant Neoplasm; Primary Reason; Primary Lesion; Adenocarcinoma Of Unknown Primary; Primary Malignant; Primary Central Nervous System Lymphoma; Primary Brain Neoplasms; Second Primary Neoplasms Metachronous; Left Primary Motor Cortex; Right Primary Motor Cortex,3; 5; 19; 1; 1; 2; 8; 1; 1; 1,0.7949367847969424,General ⊂ Medical
questions,31,Examination Questions,1,0.7950864517651358,General ⊂ Medical
metallic,74,Metallic Lead; Metallic Foreign Material; Metallic Object; Metallic Stents,73; 7; 2; 1,0.7950873513485572,General ⊂ Medical
fatty,75,Fatty Replacement; Structure Of Bone Marrow Fatty Tissue; Fatty Infiltration Of The Pancreas,8; 3; 1,0.7952772027657676,General ⊂ Medical
per,185,Dose Per Administration; Billion Per Gram; Five Per Second; Centimeter Per Second; Thousand Per Liter; Zeptogram Per Femtogram; Per Protocol; Kilogram Per Minute; Brbpr Bright Red Blood Per Rectum,60; 3; 1; 21; 3; 5; 5; 2; 1,0.7953955508240297,General ⊂ Medical
ipf,69,Ipf Idiopathic Pulmonary Fibrosis,7,0.7954983791478736,General ⊂ Medical
coefficient,1,Attenuation Coefficient,2,0.7957751835650171,General ⊂ Medical
side,728,Ribs On Right Side; Right Side Of Chest; Structure Of Right Side Of Heart; Left Side Only; Side To Side; Hemiparesis Of Right Side; Headache On Entire Right Side,17; 1; 1; 2; 1; 2; 1,0.7958353880177772,General ⊂ Medical
type,120,Comminuted Fracture Type; Indeterminate Nodule Type; Tuberculosis Status : Type : Point In Time : Patient : Nominal : Reported; Attenuation Correction Type; Specimen Type Abscess; Malignant Lymphoma Non Hodgkin S Type; Specimen Type Sputum Coughed; Tissue Type Plasminogen Activator; Type Of Procedure; Malignant Lymphoma B Cell Type; Adam Metallopeptidase With Thrombospondin Type 1 Motif 1; Pulmonary Carcinoma Cell Type Unspecified Recurrent,11; 84; 1; 11; 22; 1; 4; 1; 1; 3; 1; 1,0.7959381444197174,General ⊂ Medical
compartment,18,Cavity Of Compartment Of Abdomen; Compartment Space Of Orbit; Retroperitoneal Compartment Structure; Space Of L1 L2 Intervertebral Compartment; Space Of T9 T10 Intervertebral Compartment,1247; 22; 5; 1; 1,0.7959889574418051,General ⊂ Medical
nerves,4,Unspecified Disorder Of Cranial Nerves,1,0.795996486338663,General ⊂ Medical
cl,1,Cl Cirrhosis Of Liver,3,0.7961976190498735,General ⊂ Medical
scan,627,Radioisotope Scan Of Bone; Radioisotope Scan Of Lung; Ct Scan Of Abdomen Without And With Iv Contrast Procedure; Bone Scan Abnormal; Scan With Contrast; Ct Scan Chest With Contrast; Abdominal Ct Scan With Contrast; Fdg Positron Emission Tomography And Computed Tomography Scan; Red Blood Cell Scan; Limited Ct Scan; Luss Ultrasound Scan Of Liver,49; 8; 2; 2; 13; 5; 1; 7; 1; 1; 2,0.7962467603158633,General ⊂ Medical
open,65,Open Reduction Internal Fixation Orif; Open Communication,2; 2,0.7962741885291855,General ⊂ Medical
act,2,Clinical Act Of Insertion,1542,0.7964253782707527,General ⊂ Medical
codes,186,Applies To Hl7 Value Set And Coded Concept Property Codes; Specimen Source Codes Polyps; Blue Codes; A Codes,1; 1; 4; 3,0.7964774200376701,General ⊂ Medical
set,32,Set Of Bones Of Body; Set Of Coronal Planes; Set Of Sagittal Planes; Series Set Of Composite Instances; Set Of Skeletal Muscles; Set Of Inferior Tributary Of Tracheobronchial Lymph Nodes; Set Of Abdominal Proper Lymph Nodes; Set Of All Parietal Lumbar Lymph Nodes; Set Of Juxta Oesophageal Lymph Nodes; Set Of Recesses; Set Of Bone Organs; Set Of Muscles Of Left Thigh; Applies To Hl7 Value Set And Coded Concept Property Codes; Set Of Extrinsic Muscles Of Eyeball,50; 525; 728; 379; 42; 43; 3; 7; 7; 34; 1; 1; 1; 1,0.7967428075770943,General ⊂ Medical
current,303,Current Procedural Terminology Code; Prior Patient Evaluation For Current Chief Complaint,186; 1,0.7968092888121094,General ⊂ Medical
plain,51,Plain Radiography,1481,0.7968466676664265,General ⊂ Medical
transitional,5,Transitional Vertebrae; Transitional Cell Neoplasm Of The Urinary Tract,3; 3,0.7969009771976165,General ⊂ Medical
b,126,Nuclear Receptor Subfamily 2 Group B Member 1; D Little O Super Little B; Serpin Family B Member 3 Wt Allele; Malignant Lymphoma B Cell Type; I Little N Super Little B,13; 2; 74; 3; 1,0.7969533286127816,General ⊂ Medical
enteral,1,Nasogastric Intubation For Enteral Infusion Of Concentrated Nutritional Substances,6,0.7969750674319692,General ⊂ Medical
distribution,127,Patchy Distribution,451,0.7972747064680271,General ⊂ Medical
standard,370,Standard Chest X Ray Normal,1,0.7972877563702166,General ⊂ Medical
metabolic,12,Metabolic Acidosis With Respiratory Acidosis,2,0.7973212429937643,General ⊂ Medical
intensive,4,Environment Intensive Care Unit; Intensive Care Unit Stay,6; 7,0.7973586802178834,General ⊂ Medical
hemodynamics,2,Cath Hemodynamics Hemodynamic Monitoring,4,0.797420177035097,General ⊂ Medical
purpose,3,General Purpose Central Venous Catheters,727,0.7974754939050771,General ⊂ Medical
tentorium,17,Structure Of Tentorium Cerebelli,14,0.7976854448884523,General ⊂ Medical
forearm,12,Upper Extremity . Right Forearm; Erythema Of Forearm; Swelling Of Forearm,1; 2; 2,0.7977110776451221,General ⊂ Medical
medial,341,Medial Part Of Gyri Orbitales; Lower Medial; Structure Of Medial Surface Of Thigh; Medial Margin; Medial Cortex,9; 6; 1; 1; 4,0.7977267634314702,General ⊂ Medical
spinal,516,First Sacral Spinal Nerve; Central Canal Of The Spinal Cord; Neoplasm Of The Extradural Spinal Canal; Reticular Nucleus Of The Spinal Cord; Sacral Spinal Nerve Root Structure; Thoracic Portion Of Spinal Cord; Diagnostic Lumbar Spinal Puncture; Second Lumbar Spinal Nerve; Fourth Lumbar Spinal Nerve; Oedema Of Spinal Cord; Spinal Cord Lesions; Spinal Cord Involvement; Metastatic Malignant Neoplasm In The Spinal Cord; Spinal Nerve Root And Spinal Cord; Third Lumbar Spinal Nerve; Anterior Spinal Nerve Root Structure; First Thoracic Spinal Nerve; Spinal Stabilization; Sacral Region Of Central Canal Of Spinal Cord; Spinal Decompression Surgery; Fifth Lumbar Spinal Nerve; Cervical Segments Of Spinal Cord,1; 17; 11; 1; 2; 6; 10; 1; 3; 1; 7; 4; 5; 1; 1; 1; 1; 2; 2; 1; 1; 6,0.7977421733656325,General ⊂ Medical
section,11,Section 3 Heart And Pericardium; Entire Trochanteric Section Of Femur,24; 3,0.7979508250073559,General ⊂ Medical
original,11,Original Report,4,0.7981832315652165,General ⊂ Medical
plateau,1,Tibial Plateau Structure,1,0.7982296710221445,General ⊂ Medical
days,248,10 Days; 2 Days; 2 Days Ago; 3 Days; Several Days; 5 Days; 4 Days; 7 Days Ago; 5 Days Ago; Last Two Days; 4 Days Ago; One Or Two Days; 3 Days Ago; More Than 7 Days,12; 14; 9; 10; 23; 2; 6; 2; 2; 1; 4; 1; 3; 1,0.7983689271725051,General ⊂ Medical
orientation,12,Anteroposterior Orientation,5,0.7984957648892848,General ⊂ Medical
inlet,261,Region Of Thoracic Inlet,1,0.7985406996373107,General ⊂ Medical
shifted,118,Left Shifted White Blood Cells,48,0.7985583783476586,General ⊂ Medical
x,2291,X Ray Electromagnetic Radiation; X Ray Of Chest Pa And Lateral Views Procedure; X Ray Of Chest : Right Sided Mediastinal Lymphadenopathy; Abnormal X Rays; X Ray Report; X Ray Of Foot : Postoperative Findings; Standard Chest X Ray Normal; Hand X Ray Periosteal New Bone Formation,77; 27; 1; 3; 2; 6; 1; 1,0.7989078361058055,General ⊂ Medical
dense,327,Dense Material; Dense Infiltrates,7; 1,0.79898016912592,General ⊂ Medical
abdomen,2191,Multisection : Finding : Point In Time : Abdomen : Narrative : Computerized Tomography; Cavity Of Compartment Of Abdomen; Computerized Axial Tomography Of Abdomen; Multisection : Find : Pt : Abdomen Spine . Lumbar : Doc : Ct; Multisection : Find : Pt : Abdomen Pelvis : Doc : Ct; Chest Abdomen And Pelvis; Ct Scan Of Abdomen Without And With Iv Contrast Procedure; Structure Of Left Upper Quadrant Of Abdomen; Chest And Abdomen; Operative Procedures On The Abdomen; Ultrasound Of Abdomen : Spleen Normal Procedure; Computed Tomography Of Abdomen And Pelvis Procedure; Vasculature Of Abdomen; Infectious Disorder Of Abdomen; Examination Of The Abdomen; Chest Diaphragm Abdomen Liver; Ultrasonography Of Abdomen; Computed Tomography Of Abdomen : Pancreas Not Well Visualized Procedure; Chest Lung Abdomen Liver; Magnetic Resonance Imaging Of Abdomen; Ct Of Abdomen And Pelvis Without Contrast; Abdomen Pelvis Ureter Pelvis Urinary Bladder; Computed Tomography Of Chest Abdomen And Pelvis Procedure; Computed Tomography Of Abdomen : Adrenal Gland Not Visualized Procedure; Multisection : Finding : Point In Time : Abdomen : Narrative : Mri; Multisection : Find : Pt : Abdomen : Doc : Us; Structure Of Right Upper Quadrant Of Abdomen; Abdomen Kidney . Left; Abdomen Renal Artery . Left; Structure Of Artery Of Abdomen; Structure Of Subregion Of Abdomen; Multiphasic Computed Tomography Of The Abdomen; Wound Of Abdomen; Abdomen Pain Ctcae; Right Lateral Lumbar Region Of Abdomen; Chest Aorta . Thoracic Abdomen Aorta . Abdominal; Pulsatile Mass Of Abdomen,622; 1247; 18; 20; 130; 84; 2; 17; 22; 8; 14; 4; 4; 6; 10; 1; 4; 2; 4; 13; 1; 5; 1; 1; 5; 8; 7; 1; 1; 3; 1; 1; 6; 2; 1; 1; 1,0.799206334880076,General ⊂ Medical
uncertain,84,Cardiac Neoplasm Uncertain Behavior Of Pericardium,2,0.7993653109787322,General ⊂ Medical
production,15,Increased Sputum Production; Production Sputum,4; 7,0.7994262318146663,General ⊂ Medical
extremities,84,Oedema Of Bilateral Lower Extremities; Pain In The Lower Extremities; Oedema Of Bilateral Upper Extremities,2; 4; 1,0.7994274677583236,General ⊂ Medical
reflux,23,Gastro Oesophageal Reflux Disease With Oesophagitis,1,0.7994514191919614,General ⊂ Medical
formation,71,Fibrous Tissue Formation; Postoperative Haematoma Formation; Formation Of Pericardial Window; Osteophyte Formation; Abscess Formation; Coils Formation; Bolus Formation; Bone Formation Function; Cap Formation Cell Function; Thrombus Formation; Hand X Ray Periosteal New Bone Formation,72; 6; 119; 19; 7; 51; 9; 6; 3; 2; 1,0.7995580597491606,General ⊂ Medical
sit,7,Does Sit Up,2,0.7996739709264182,General ⊂ Medical
