pretty_name,cui,frequency,average_acc
Lower Extremity Ischemia,C0340565,2,1.0
Mild To Moderate,C1299392,6,1.0
Hospital Wards,C0259944,10,1.0
Structure Of Vein Of The Knee,C0226840,2,1.0
High Resolution Computed Tomography,C1512457,5,1.0
Paracentral,C4073110,11,1.0
Right Upper Paratracheal Lymph Node,C4248233,5,1.0
Set Of Juxta Oesophageal Lymph Nodes,C0229760,7,0.9666879824972184
Densely,C0439794,22,0.9044931375352726
Diastolic Heart Failure,C1135196,4,1.0
Fibrotic,C0334129,27,1.0
End Diastolic,C0442709,3,1.0
Centimeter Per Second,C0439392,21,0.9809591757970735
Information Question,C5447293,8,1.0
Protein Truncation Abnormality,C1706395,3,1.0
Consolidating,C0702117,45,1.0
Underlying Infection,C0749769,13,1.0
Post After,C1548614,1,1.0
No Residual,C0746917,19,1.0
Frontal And Parietal Lobes,C0546003,12,1.0
T2 Weighted Magnetic Resonance Imaging,C5556594,1,1.0
Saddle Pe,C0856751,7,1.0
Pulmonary Infarctions,C0034074,29,0.9671236608100691
Status Post Cholecystectomy,C0546175,22,1.0
Syndromes Post Cholecystectomy,C0152099,7,1.0
Ascending Colon Structure,C0227375,6,0.8960425642266712
Descending Colon Structure,C0227389,14,0.7963451523071238
Ischaemia,C0022116,20,0.8318929769911824
Anterior Projection,C0442223,6,1.0
Lung Base Atelectasis,C0746053,11,1.0
Chest Diaphragm Abdomen Liver,C4266620,1,1.0
Not Examined For Contextual Qualifier Qualifier Value,C0332129,1,1.0
Thrombosis Of Subclavian Veins,C0749087,1,1.0
Nasojejunal Feeding Tube,C4751180,2,1.0
Small Intestine Jejunum,C0022378,33,0.9261973851863798
Lobular Atelectasis,C0264496,11,0.7711496335468354
Chronic Graft Versus Host Disease,C0867389,61,0.8623940861923381
Structure Of Annulus Fibrosus Of Mitral Orifice,C0225947,5,1.0
Stereotactic Radiations,C4704923,1,1.0
Disease Granulomatous Lungs,C0746104,1,1.0
Mass Of Superior Mediastinum,C2062854,6,1.0
Phrenic Nerve Dysfunction Adverse Event,C1557269,2,1.0
Productive Cough,C0239134,7,0.8873090887775678
Prosthetic Valve Device,C0336548,2,1.0
Bis Trifluoroethyl Carbamodithioic Acid,C0081813,3,1.0
Aneurysm Or Dissection,C4489482,4,1.0
Prostheses Cardiac Valve,C0018825,2,1.0
Choked On,C0699862,2,1.0
Sentences,C0876929,2,1.0
Difficult Qualifier Value,C0332218,8,1.0
Convex To Right,C0443195,4,1.0
Cantonese,C5452678,6,1.0
Mantoux : Positive,C0032739,5,1.0
D Little O Super Little B,C2736982,2,1.0
Set Of Recesses,C4239574,34,1.0
Surgical Teams,C0520261,8,1.0
5 Hours,C1442467,26,1.0
Roentgenographic,C0034571,14,0.9635204508110686
Cardiac Events,C0741923,1,1.0
Organization,C1300196,17,0.9970772649449375
Acute Infectious Process,C4697762,6,1.0
Extrinsic Allergic Bronchiolo Alveolitis,C0002390,3,1.0
Diffuse Abdominal Pain Symptom,C0740584,9,1.0
Cyst Of Liver,C0267834,24,1.0
Retroperitoneal Compartment Structure,C0035359,5,0.790670162751032
Microperforation,C1709025,2,1.0
Repetitions,C0205341,13,0.9272192478130001
Metastatic Malignant Neoplasm To Lung,C0153676,41,1.0
Acute Appendicitis,C0085693,1,1.0
Line Change,C5570987,25,1.0
Ps 15,C0219078,2,1.0
Metabolic Acidosis With Respiratory Acidosis,C0342602,2,1.0
Wheezing,C0043144,20,0.977390914974057
Genus Cygnus,C0325528,12,0.9190671454288566
Increased Secretion,C5237713,21,1.0
Flow Rate,C2826285,1,1.0
Patient Intubated,C3844652,13,1.0
Relational And Item Specific Encoding Task,C4321377,2,1.0
Beepers,C0179284,12,1.0
Central Venous Catheter Tip,C4076189,25,1.0
Difficulty Opening Bowels,C0009806,2,1.0
J Tube Placement,C0745471,3,1.0
Rna Similarity Group I,C0033808,4,0.9582820021993628
Entire Right Hemithorax,C1284910,5,1.0
Extubation Attempt,C0743673,1,1.0
Gipc Pdz Domain Containing Family Member 1,C1825351,5,1.0
Structure Of Lateral Recess Of Fourth Ventricle,C0152286,1,1.0
Tax Interaction Protein 1,C1539930,4,1.0
Tortuous Aorta,C0741171,20,1.0
Percutaneous Gastrostomy Tube,C2985542,26,0.9790124970028891
Nasoenteric Tube,C1446323,5,1.0
Pyloric Region,C0684202,4,1.0
Interstitial Infiltrates,C4313225,17,1.0
Unprocessed,C1709843,26,1.0
Ingestions,C0232478,10,1.0
Geographic Pattern,C4231578,2,1.0
Splitting,C1534709,4,1.0
Abscess Formation,C4014106,7,1.0
Clips Skin,C0179989,2,1.0
Colon Resection,C4763870,1,1.0
Hartmann S Pouch,C0447546,1,1.0
Right Lower Quadrant Pain,C0694551,3,1.0
Mesenteric Adenopathy,C1386351,4,1.0
Pericolonic,C0442135,29,0.8899166075765825
Structure Of Mesenteric Adipose Tissue,C3686616,6,1.0
Portal Vein And Splenic Vein,C5441642,1,0.7967742514374979
Not Present Expanded Yes No Indicator,C1549059,31,1.0
Sigmoid Diverticulum,C1395719,1,1.0
Biphasic Continuous Positive Airway Pressure,C1956423,15,1.0
Bony Defect,C3805959,2,1.0
Cells Oat,C1265905,3,1.0
Supratherapeutic Inr,C4049341,3,1.0
Recurrent Pulmonary Embolism,C1735914,1,1.0
Remote Control Command Transport To,C1550030,2,1.0
Compensatory,C0231186,16,1.0
Attempted,C1516084,48,1.0
Endobronchial Mass,C0743497,20,1.0
Examination Of Spine,C0562264,4,1.0
Infiltrative Tumor Border Configuration,C4527217,56,1.0
Sacral Spinal Nerve Root Structure,C0581672,2,1.0
Care Activity,C1947933,2,0.8951934485911762
Sixty Four,C4517839,1,1.0
Stage Iv Lung Cancer Ajcc V8,C4526725,23,1.0
Vascular Access,C0750138,2,1.0
Duplex Doppler,C1547105,1,1.0
7 Hours,C1442470,11,1.0
Normal Heart Size,C0516868,80,1.0
Stage Non Small Cell Lung Cancer,C0280217,1,1.0
Upper Abdominal Pain,C0232492,3,1.0
20 Pounds,C3845313,2,1.0
Pain With Eating,C0242030,1,1.0
Perinephric,C0442161,4,0.8410101258439672
Prostate And Urinary Bladder,C0545928,2,1.0
Folded Structure,C0332462,10,1.0
Whiteouts,C0234438,49,1.0
Acute Exacerbations,C0743630,2,1.0
Fibrotic Lung Disease,C3277164,2,1.0
Disorders Of Thoracic Pleura,C0032226,15,1.0
Lymphatic Spread,C1334459,1,1.0
Areas Of Fibrosis,C5194956,1,1.0
Liver And Gallbladder,C0545795,49,0.9912244897959187
Increased Echogenicity,C1849402,5,1.0
Flattening,C0016203,28,1.0
Biventricular,C0699808,3,1.0
Catheter Guiding May Include Infusion Perfusion Capability,C0993789,9,1.0
Choose Action,C1707391,36,0.9793813700063241
Injection Of Hand,C1293260,6,1.0
Was A Attribute,C1278569,25,1.0
Transfer Technique,C1705822,7,1.0
Regain,C1875723,1,1.0
Coils Formation,C0444764,51,0.9371625630614066
Thirty Minutes,C1442458,8,0.9249564312996528
Arterial Blood Supply,C0678861,7,0.9271950976874478
Bifurcating,C0205383,1,1.0
Views For Patency,C1718481,68,1.0
Helped,C5452990,2,1.0
Method :,C5445274,12,1.0
Attenuation Correction Type,C2986723,11,1.0
Diseases Diagnoses,C0338067,11,1.0
Blood Glucose Meters Medical Device,C0472226,11,1.0
Upper Thigh Surface Region,C0446559,8,1.0
Registration,C1514821,13,1.0
Cardiac Tissue,C1272575,1,1.0
Increased Blood Glucose,C0595877,1,1.0
Distant Site Receiving Treatment,C5555687,2,1.0
Irregular Contour,C4068840,6,1.0
Coughing Up Massive Amount Of Blood,C2138228,13,1.0
Rigid Bronchoscopy,C1301645,52,1.0
Arteriography Of Pulmonary Arteries,C0202910,9,1.0
Intermittent Drainage Urethral Urinary Catheters,C0179805,4,1.0
Dilator Device,C0180431,17,0.7888300870341977
Ga Under General Anaesthesia,C1719976,5,1.0
Newly Diagnosed Non Small Cell Lung Cancer,C4733575,13,1.0
Prosthetic Total Arthroplasty Of The Hip,C0040508,2,1.0
Increased Bleeding,C4314275,2,1.0
Imaging Feature,C2346469,40,0.9728634165820761
Embolism Embolus,C0013922,34,0.9634839800390655
A Loops,C4505203,9,1.0
Flash Pulmonary Oedema,C1168329,13,1.0
Nonrebreather Oxygen Mask,C1960093,2,1.0
Diastolic Congestive Heart Failure,C2183328,1,1.0
Labeled Qualifier,C1708632,22,0.9995454545454546
Vascular Attenuation,C5563453,3,1.0
Is About Attribute,C3874886,16,1.0
Borderline Hypertension,C0262395,1,1.0
Arterial Embolism Of Unspecified Artery,C0549124,2,1.0
Structure Of Lobe Of Lung,C0225752,15,1.0
Discussion Communication,C2584313,26,0.9625565356579874
Posterior Fusion,C5453085,26,1.0
Endotracheal Tube Present,C1630410,4,1.0
Not Obtained,C1882120,9,1.0
Schmorl S Nodes Of Unspecified Region,C0410632,15,0.9134953943354519
Insufficiency Fractures,C2350177,4,1.0
Therapeutic Radiology For Cancer Treatment,C1522449,19,0.8091673528827324
Multilobar Pneumonia,C0860045,11,1.0
Geographical Area,C0681784,1,1.0
Sudden Qualifier Value,C5201090,49,1.0
Structure Of Greater Curvature Of Stomach,C0227223,1,0.8119109783763125
Echocardiography : Persistent Left Superior Vena Cava,C2022960,1,1.0
Cardiogenic Shock,C0036980,4,1.0
Lsvc Persistent Left Superior Vena Cava,C0265931,5,1.0
Gastric Fundus Structure,C0017129,21,0.8297475842501042
Contact With,C0332158,11,0.9391915941721005
Systemic Infection,C0243026,8,0.8255174957471539
History Patients,C0679831,2,0.820309415919368
Left Svc,C4697738,3,1.0
Translight,C1529641,1,1.0
Sub Clavian,C1550302,2,1.0
Pain Relief Medication,C0002771,3,1.0
Procedure Technique,C1292731,9,1.0
Copy Number Gain,C1517378,9,1.0
Volume . Total,C0449468,3,0.9224489194395793
Tetraspanin 33,C1823520,7,1.0
Medical Imaging Picture Archiving And Communication Systems,C0182281,30,1.0
Sphenoid Part Of Trunk Of Middle Cerebral Artery,C0923620,2,1.0
Circulating Blood Volume,C0005850,5,0.8619985619426516
Middle Cerebral Artery Circulation Infarction,C0740392,2,1.0
Computed Tomography Perfusion Imaging,C3899514,20,0.9649237461208211
Gray Matter Of Right Insula,C2339924,2,1.0
Plastic Repair Of Mitral Valve,C0396849,1,1.0
Permanent Pacemaker,C0281945,8,1.0
Resection Of Cecum And Terminal Ileum,C0192862,7,1.0
Chronic Abdominal Pain,C0232491,4,1.0
Valve Replacement,C5239551,8,1.0
Vascular Insufficiency Of The Mesentery,C1412000,36,1.0
Acute Abdominal Pain Syndrome,C0000727,3,0.9037772239415215
Small Bowel Dilatation,C2749237,2,1.0
Periumbilical Abdominal Pain,C1096624,2,1.0
Interventional Radiologic Procedures,C0344093,1,0.9776320319687274
Angiogram Result,C4255126,2,0.9508493023604705
Explanation Of Plan : Medication,C2081612,21,1.0
Fresh Frozen,C4697670,1,1.0
Transfusion Of Plasma,C0278347,1,1.0
Haematoma Of Groin,C0585249,10,1.0
To Be Done Qualifier Value,C1272682,34,1.0
Ventricular Lead,C2825199,7,1.0
Creatinine Increased,C0151578,15,1.0
Inhalation Rib Dysfunction,C1508663,8,1.0
D Little O Super Little A,C1440543,12,1.0
Integumentary System Incision,C0191279,3,0.8823082154288224
Peeling Action,C0441602,25,0.767766539300978
No Complication,C4032686,17,1.0
Return To Contextual Qualifier Qualifier Value,C0332156,33,0.9925019989522712
Pleural Pathology,C5435757,2,1.0
Malignant Neoplasm Of The Central Nervous System,C0348374,1,1.0
Structure Of Lens Of Eye,C0023317,5,0.992
Diagnostic Quality,C2827442,3,1.0
O Other,C3840627,12,1.0
Abdominal Aorta And Its Branches Body Structure,C1283352,7,1.0
Right Lumbar Lymph Node Group Proper,C0933345,2,1.0
Retrolisthesis,C1562792,8,1.0
Surface Of Brain,C1283379,3,1.0
Disseminating,C0205221,7,1.0
Necrotic Changes Finding,C1334928,3,1.0
Right Middle Cerebellar Peduncle,C2333391,1,1.0
Small Lesion,C1883047,14,1.0
Precontrast,C1709633,7,1.0
Dystrophic,C0333607,13,1.0
Frontal Zone Of Scalp,C2335385,4,1.0
Plea,C1682506,9,1.0
Measurable Residual Disease,C0242596,8,1.0
Head And Neck Structure,C0460004,13,0.9630433731687338
Informations,C1533716,2,0.9011551298640764
Limited Mri,C5189424,4,1.0
Part Solid Nodule,C4761382,1,1.0
Chemical Moiety,C3641152,8,1.0
Percentage Excreted,C1688651,6,1.0
Petrous,C2987151,7,1.0
Relative To,C3875154,25,1.0
Reconstituted,C4697669,6,1.0
Contributory,C1880177,28,1.0
Fluorodeoxyglucose Positron Emission Tomography,C3641247,4,0.8381187466297572
Intraosseous Lesion,C1881245,4,1.0
No Blood,C3844405,7,1.0
Syncopal Episodes,C0751534,9,1.0
Anticoagulation Drug Level Below Therapeutic,C1168145,3,1.0
Precautions,C1882442,10,1.0
Unequivocal,C4053896,1,1.0
X Ray Of Chest : Right Sided Mediastinal Lymphadenopathy,C2073581,1,1.0
Debulking Procedure,C0439805,9,0.934892325063091
Squamous Cell Carcinoma Of The Trachea,C0345946,1,1.0
11 O Clock,C3841386,1,1.0
Subglottic,C0521352,12,1.0
Square Millimeter Qualifier Value,C0456786,4,0.8462102762835295
Retrotracheal,C1514924,4,1.0
Well Differentiated,C0205615,21,0.9603298404267284
Celiac Vessels,C4266477,1,1.0
Lymph Necrotic Nodes,C0746317,22,1.0
Gastrostomy Catheters,C0150595,25,0.980845636796117
Stent Complication,C4087536,1,1.0
Iatrogenic,C0439669,13,1.0
No Cirrhosis,C5563312,1,1.0
Science Of Statistics,C0038215,9,1.0
Harvest Procedure,C1512335,2,1.0
Left Middle Cerebellar Peduncle,C2328515,1,1.0
Lateral Aperture Of The Fourth Ventricle,C0152287,2,1.0
Peritumoural Oedema,C3267127,3,1.0
Surgery Of Posterior Cranial Fossa Craniotomy,C2959683,12,1.0
Epicoccum Species,C0320181,3,1.0
Computed Tomography Of The Brain Without Contrast,C1275584,14,1.0
Chromosomal Anomalies Polyploidy Syndrome,C0032578,1,1.0
Neoplasm Of The Cerebellum,C0007762,23,1.0
Right Nasal Cavity,C4245850,3,1.0
Endotracheal Tube Assessment,C2702632,3,1.0
Hematoma At Site,C1820682,1,1.0
Structure Of Transverse Sinus,C0226864,4,1.0
Suboccipital Craniotomy,C2066670,39,1.0
Structure Of Superior Portion Of Duodenum,C0227299,2,1.0
Allowing,C0683607,12,1.0
Kinked,C0333177,3,0.9283564007424133
1 Moderate,C3841723,5,1.0
Maxillary Left Canine Mesial Prosthesis,C1553567,3,1.0
Extreme Generalised Oedema,C0151603,1,0.8169091005314115
Structure Of Brachiocephalic Artery,C0006094,8,0.7991210919786216
Computerised Tomography With Intravenous Contrast,C0202653,7,1.0
Plasmacytic Myeloma,C0026764,4,1.0
Structure Of Ligamentum Flavum,C0206327,8,0.7649671313485237
Central Stenosis,C5453008,2,1.0
Multifactorial,C1837655,4,1.0
Dilatation Of The Abdominal Aorta,C4025248,1,1.0
Do Not Know Qualifier Value,C1880386,1,1.0
2 Weeks,C1442457,4,1.0
Conversations,C0871703,3,1.0
Two Weeks,C4082118,10,1.0
Computerised Tomography Of Spine,C0412649,3,0.9966666666666667
Ganglioside Sialidase Deficiency Disease,C0238286,2,1.0
Excision Of Right Adrenal Gland,C4511875,1,1.0
Calcified Aneurysm,C1265768,4,1.0
Proximal Resection Margin,C4489236,54,0.777416699580865
Calcifications Prostate,C0747989,2,1.0
Rectal,C0205052,5,0.8584344689849412
Vault,C1550319,3,1.0
Impending Fracture,C3665994,3,1.0
Rnrx Universal Precautions,C0085204,1,1.0
Documenting,C1301725,17,0.963048305032841
Biopsy Speciman,C0677862,5,0.9593659256462809
Eventrations,C0015207,6,0.9916666666666667
Lung Capacities,C0086571,1,1.0
Radiology Table,C3873822,1,1.0
22 Gauge,C0450404,8,1.0
Other Biopsy Device,C0492861,3,1.0
Anthropological Culture,C0010453,7,0.9186367685591527
Numbering System,C0870982,1,1.0
Back Surgeries,C0741419,4,1.0
Arthroplasty Of The Knee,C0086511,3,1.0
Space Of L1 L2 Intervertebral Compartment,C4244370,1,1.0
Exiting,C0337094,17,0.9964705882352942
Phenomenon,C1882365,22,1.0
Substantia Compacta Ossium,C0222661,6,0.9906635469812722
Anteros,C2817552,2,1.0
Thecal Sac Effacement,C3805267,1,1.0
Contra Indicated,C1444657,1,1.0
Inside The Blood Vessel,C0524425,10,1.0
Skin Fold Abnormality,C1399793,16,0.9931250000000001
Day 6,C3842673,2,1.0
Postprandial Vomiting,C1168325,1,1.0
Incised Wound Morphology,C0000925,25,1.0
Blending,C0678946,4,1.0
Percarina,C3448402,1,1.0
Absence Of Gallbladder,C1386749,1,1.0
Structure Of Region Of Omental Bursa,C0230212,2,1.0
Distended Urinary Bladder,C1843483,2,1.0
Oesophageal,C1522619,2,1.0
Endografts,C3504495,1,1.0
Pelvic Haemorrhage,C1504419,1,1.0
Sulcal Effacement,C5442488,22,1.0
Inferior Vena Cava Filters,C0080306,15,1.0
Decreased Coagulation Activity Pe,C3537050,12,0.919163843194687
Omnisexuality,C5556773,7,1.0
Venography Procedure,C0031545,48,0.9054960671682548
Normal Gross Anatomical Structure,C1269644,5,1.0
Gentle,C0720654,1,1.0
Hemodialysis Catheters,C0179760,10,1.0
Diffuse Osteopenia,C0747077,16,1.0
Neighboring,C0205107,9,1.0
Transbronchial Fine Needle Aspiration,C4733148,15,1.0
Hilar Enlargement,C0744903,22,1.0
Depend,C0725813,1,1.0
Satellite Nodules,C1710016,39,1.0
Lymph Node By Anatomic Site,C1518053,6,1.0
Port A Cath Placement,C1514239,3,1.0
T2 Observed Weighted Imaging,C4744828,23,1.0
Dynamic Acquisition,C2986744,1,1.0
Cap Combination,C0054603,1,1.0
Bore Qualifier Value,C2945608,9,1.0
Event Cycle,C1511572,20,1.0
Bronchovascular Bundle,C2326513,16,1.0
Persisting,C5453127,33,1.0
Clinical Trials Unspecified,C0008976,13,1.0
Facial Swelling Finding,C0151602,5,1.0
5 Days,C1442466,2,1.0
Posteromedial,C1179848,13,1.0
Regression Disease,C0684320,3,1.0
Infection Caused By Helicobacter Pylori,C0850666,1,1.0
Maxillary Left Second Molar Mesial Prosthesis,C1553579,4,1.0
Oedema Of Bilateral Upper Extremities,C5230916,1,1.0
Establishing,C0443211,24,1.0
Condoms External,C0009653,23,0.8162650133907994
Degree Of Relationship Exchange,C0678640,19,0.8865490066099646
Structure Of Peroneal Vein,C0226836,25,1.0
Tibialis Posterior Muscle Structure,C0224463,3,1.0
Doppler Colour Flow,C0475380,3,0.9899999999999999
Ms . Title,C2349943,10,1.0
Subarachnoid Intracranial Haemorrhage,C0038525,75,1.0
Xxx Artery . Left,C3171704,3,1.0
Pupillary Size,C0517965,3,1.0
Structure Of Falx Cerebri,C0228120,27,0.9938299668324833
Structure Of Posterior Horn Of Lateral Ventricle,C0152282,10,0.9851398186923905
Cellulae Ethmoidales Anteriores,C0934547,2,1.0
Parenchymal Hemorrhage,C0747264,18,1.0
Intracranial Haemorrhage,C0151699,52,0.8221752452734008
Site Of Fracture,C0449676,2,1.0
Dilatation Of Stomach,C0038353,10,1.0
Processed,C1522240,13,0.8924285067860149
Examination Heading,C1273867,2,1.0
Occipital Subdural Haematoma,C1997213,1,1.0
Petechial Hemorrhages,C0241144,2,1.0
Videofluoroscopy,C1660599,11,1.0
Non Haemorrhagic Contusion,C5396944,2,1.0
Embolic Infarction,C0264978,1,1.0
Clinical Deteriorations,C4505323,2,1.0
Head Structure,C0018670,3,0.7694666502810774
Shear Injury,C3697114,1,1.0
Accentuated Kyphosis,C1970121,2,1.0
Closure Of Skin By Suture,C0191408,3,1.0
Lateral Crosstable,C1979914,1,1.0
4 Days,C1442765,6,1.0
Pinpoint,C4068798,2,1.0
Severely Enlarged,C5425895,3,1.0
Mtb Miliary Tuberculosis,C0041321,2,1.0
Adenocarcinoma Of Unknown Primary,C0280096,1,1.0
Markedly Limited,C3845317,15,1.0
Mass Of Pancreas,C0877425,15,1.0
Malignant Glandular Cell,C1510779,1,1.0
Osteolytic Lesion,C0302313,5,1.0
Right Iliac Bone,C0735430,15,0.9485969505096983
Work Ups,C0750430,13,1.0
Magnetic Resonance Imaging Mri Of Liver,C0412694,8,1.0
Wall Of Gallbladder,C0734014,36,1.0
Hydrops Of Gallbladder,C0152445,2,1.0
Abnormality Of The Head,C4021812,2,1.0
Pancreatic Etiology,C0747193,1,1.0
Disseminated Carcinomatosis,C0205699,1,1.0
Miliary,C5539831,5,1.0
Fungal Infectious Disease,C0026946,12,1.0
Spacing,C1710137,21,1.0
Right Upper Quadrant Pain,C0235299,16,1.0
Structure Of Body Of Pancreas,C0227582,7,0.9093896266548426
Haematogenous Spread,C0796572,2,1.0
Portion Of Sputum,C0038056,1,0.8274534040025147
One Month,C4082115,4,1.0
Centrilobular Lung Nodules,C4086149,1,1.0
Metastatic Malignant Neoplasm To The Adrenal Gland,C0854178,25,1.0
Computed Tomography Of Cervical Spine,C0412650,2,1.0
Ortho,C0812371,12,1.0
Metal Artifact,C2828106,1,1.0
Health Alliances,C0282389,1,1.0
Lamiinae Invertebrate,C1033802,23,0.9904347826086952
Anterior Margin,C4489131,5,1.0
Joint Of Vertebral Articular Process,C0224521,7,0.8017289659910176
Structure Of Sternocleidomastoid Muscle,C0224153,1,0.7919642025725102
Dermatomal,C4476692,4,1.0
Pontine Structure,C0032639,7,0.7789971131691836
Structure Of Splenium Of Corpus Callosum,C0152319,6,0.8687006267649559
Shoulder Region Pain,C0037011,4,1.0
Brain Periventricular Region,C4331000,11,1.0
Perforation Of Trachea,C0684907,1,1.0
Peritoneal Implant,C5420073,2,1.0
Dome Shaped,C0444914,1,0.8619329804863318
Atrophic Pancreas,C5194604,2,1.0
Systems Neurosecretory,C0027912,7,1.0
Diseases Of The Maxillary Sinuses,C0264235,2,1.0
Cerebral Cortical Thinning,C3278126,8,1.0
Alcoholic Cirrhosis Of Liver,C0023891,5,1.0
Tube Drain Placement,C0940865,1,1.0
Computerized Tomography Limited Or Localized Follow Up Study,C0202657,3,1.0
Pneumonia Treating,C0747698,1,1.0
Shrinkage,C0332513,7,1.0
Ct Scan Chest With Contrast,C3515769,5,1.0
Abdominal Ct Scan With Contrast,C0202840,1,1.0
Pelvic Computed Tomography With Contrast,C0203199,1,1.0
Thoracic Right,C3841481,1,1.0
Pre Operative Examination,C0850429,3,1.0
Pneumothorax Small,C0747710,3,1.0
Within 24 Hours,C4035156,1,1.0
Anteroposterior Orientation,C2827723,5,1.0
Previously Treated,C1514463,4,0.9559292736057351
Abnormal Positions,C0333042,39,0.97191625871949
Af Atrial Fibrillation,C0004238,11,0.8152164025451671
Intravenous Bolus Route Of Administration,C1522229,1,1.0
Shallow,C4698035,14,1.0
Laceration Of Lung,C0347627,1,1.0
Postoperative Pneumonia,C1279386,1,1.0
Not Achieved,C5453129,1,1.0
Max 4,C5418102,2,1.0
Focally Increased,C4687947,3,1.0
Normal Adrenals,C5232257,1,1.0
Non Keratinizing Malignant Small Squamous Cell,C1518368,4,1.0
